,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7
86,3.0972,5.89885434712163,6.298953815360029,5.983266817953729,6.394131489433009,6.071267874215413,6.483388231799971,6.003660749523696,6.416497546871697,6.242998948204335,6.669725275471217,6.119014404592295,6.527144356886808,5.764439056770758,6.157158690884907,5.764439056770758,6.157158690884907
87,3.0974,6.195203703087307,6.611032018522823,5.833888629706169,6.2243950022713825,6.154037433477692,6.57040486250812,6.149614022953579,6.569594871816504,6.194000073154802,6.612685489000193,6.229424836912342,6.656656508297965,5.980945113862274,6.394559701153639,5.980945113862274,6.394559701153639
88,3.0976,6.026886726834822,6.440383839384621,5.853742265723622,6.257254558709905,6.088400356154028,6.503197561094494,5.960435212895283,6.366348294039754,6.429855979312821,6.877636129202938,5.85747666726946,6.2427407444756025,5.933184549068149,6.347186359849983,5.933184549068149,6.347186359849983
89,3.0978,5.821388353581669,6.220888264409199,6.277838587961535,6.7022977191965785,6.202769904958647,6.629793509198846,6.065622925143536,6.480596201166403,6.078092214988539,6.489110942596293,5.7912097982776105,6.194792958640485,5.877348350821999,6.275578977429118,5.877348350821999,6.275578977429118
90,3.098,6.189671933481442,6.6096363547800765,5.919071272502564,6.316227809982044,6.111443456897217,6.528192456696814,6.190613217999887,6.617506239944333,6.074832369283716,6.48782167591143,6.130255191653502,6.544283427929253,6.422036205355576,6.854824363712151,6.422036205355576,6.854824363712151
91,3.0982000000000003,6.087962909975573,6.502837208336297,6.12778047535769,6.5432576416263455,6.0578285826887175,6.472427384272606,6.2586203685327755,6.680076549749257,6.143226003176096,6.568884582518296,6.123142039185492,6.537807765287939,6.226457841971983,6.649542660426529,6.226457841971983,6.649542660426529
92,3.0984000000000003,5.756529861432402,6.147817940581332,6.010657473971023,6.424001834085639,6.293990135053633,6.719161331689191,6.08416927029073,6.501737550722547,5.89376281552662,6.2999697109899016,5.794851498409548,6.195059141049366,6.157517201851164,6.579264355181985,6.157517201851164,6.579264355181985
93,3.0986000000000002,6.092888460612861,6.512818005579884,5.829775090337555,6.223212168083913,5.983491382519212,6.39129111714723,6.307496130357789,6.726420507094804,6.185944620142547,6.610888301712611,5.886588193314961,6.288928900973749,6.221009357186411,6.6452685153694375,6.221009357186411,6.6452685153694375
94,3.0988,5.9994715594050465,6.401597834719625,6.066947770998283,6.4793089765815886,5.911251163352678,6.3116319877826355,6.189248517329642,6.608467352256903,6.178250117587218,6.596157729940778,5.943807982798329,6.349321858578124,6.547043108824704,6.997390468385142,6.547043108824704,6.997390468385142
95,3.099,5.843265648529016,6.241949741459776,6.2485775423716605,6.677888469381948,5.963467317643437,6.371342194583219,6.548228415245447,6.994050510434754,6.323176548651124,6.74326378937743,6.153993693638858,6.566857832074629,6.036140791338552,6.4526382771834205,6.036140791338552,6.4526382771834205
96,3.0992,6.184100019155494,6.603956910733363,5.8212989096540335,6.221904604743406,6.134120465215092,6.544576216651908,6.172731141664972,6.595446009715017,6.231812070259149,6.668440235722179,6.080154622109301,6.497909053942031,6.259034794437659,6.6860206621968175,6.259034794437659,6.6860206621968175
