,Frequency,Signal Run 0,Background Run 0,Signal Run 1,Background Run 1,Signal Run 2,Background Run 2,Signal Run 3,Background Run 3,Signal Run 4,Background Run 4,Signal Run 5,Background Run 5,Signal Run 6,Background Run 6,Signal Run 7,Background Run 7,Signal Run 8,Background Run 8,Signal Run 9,Background Run 9,Signal Run 10,Background Run 10,Signal Run 11,Background Run 11,Signal Run 12,Background Run 12,Signal Run 13,Background Run 13,Signal Run 14,Background Run 14,Signal Run 15,Background Run 15,Signal Run 16,Background Run 16,Signal Run 17,Background Run 17,Signal Run 18,Background Run 18,Signal Run 19,Background Run 19,Signal Run 20,Background Run 20,Signal Run 21,Background Run 21,Signal Run 22,Background Run 22,Signal Run 23,Background Run 23,Signal Run 24,Background Run 24
134,3.1573333333333333,37.077,39.103,37.082,37.929,38.64,41.782,35.711,34.085,39.404,41.43,35.795,38.258,37.808,39.049,37.428,38.453,35.705,37.309,35.735,35.358,37.848,39.928,37.135,38.364,38.104,37.836,39.002,40.857,38.794,40.944,35.103,36.168,35.833,38.078,36.016,38.02,35.052,38.767,36.935,38.804,33.021,33.897,35.541,37.885,37.059,38.68,35.392,37.536,36.266,39.544
135,3.16,37.838,39.164,37.411,38.499,32.623,36.063,37.901,36.851,35.264,37.479,37.984,40.488,37.845,39.321,35.747,38.973,36.787,36.78,34.063,34.483,37.401,37.918,36.385,39.038,36.655,38.072,36.308,36.144,36.936,36.503,39.727,41.713,35.943,38.389,35.21,36.362,35.956,37.307,36.147,38.998,36.527,37.71,36.517,38.945,35.729,38.445,35.834,37.148,34.387,37.706
136,3.162666666666667,35.918,38.152,37.388,39.376,39.722,41.539,37.727,38.642,36.352,37.884,38.864,41.12,35.954,39.252,35.561,38.069,37.088,38.364,35.813,38.941,37.312,37.536,36.967,37.847,37.667,40.862,36.307,38.169,33.998,36.803,36.575,36.789,36.864,38.694,36.019,37.749,35.761,37.944,35.962,36.967,33.426,36.643,36.908,36.66,35.652,38.419,31.761,31.078,36.198,38.508
137,3.1653333333333333,36.186,36.577,37.53,38.718,38.646,41.663,34.203,36.956,35.544,37.829,38.732,43.35,37.903,37.85,37.468,40.532,36.823,37.653,36.504,38.008,37.265,39.06,36.19,38.335,35.829,38.11,36.16,39.204,36.023,39.446,35.328,35.769,36.444,37.715,34.934,37.959,35.83,37.655,36.316,36.707,37.359,38.42,36.14,37.751,38.872,40.455,34.514,39.015,33.598,35.643
138,3.168,37.866,39.904,39.361,39.446,38.36,39.453,38.184,39.242,36.215,37.004,36.577,38.026,36.059,36.711,37.625,37.397,35.576,35.976,36.912,38.915,38.464,41.65,37.192,40.482,36.303,39.475,36.166,38.063,32.484,32.205,36.939,41.63,35.536,36.143,36.58,38.048,36.471,40.138,36.535,38.929,37.687,39.498,35.999,38.458,36.454,39.314,36.78,40.378,33.382,35.666
139,3.170666666666667,36.832,38.307,38.046,40.369,35.17,35.55,35.941,38.35,37.124,38.598,36.888,38.67,37.046,38.175,35.617,39.624,35.575,37.274,35.478,39.126,37.115,38.321,35.97,38.014,36.2,37.062,34.093,37.397,31.705,34.192,38.208,39.261,35.741,38.375,35.297,36.976,36.364,39.724,37.698,37.447,37.169,39.689,36.07,39.121,37.933,38.814,36.173,39.731,34.704,37.37
140,3.1733333333333333,37.139,38.025,36.038,37.714,34.679,36.717,36.574,38.331,35.839,38.33,40.138,40.725,32.402,32.829,36.791,39.63,37.359,39.933,36.024,38.897,36.989,40.393,36.452,39.949,33.421,34.285,34.584,37.031,37.9,39.448,36.957,38.811,37.729,38.288,36.433,38.156,36.341,38.223,37.119,38.983,36.331,38.378,35.478,36.81,36.908,39.088,37.022,36.959,33.827,34.919
141,3.176,37.355,38.133,36.808,39.655,37.657,37.367,38.583,40.629,37.907,41.396,35.555,35.271,38.7,41.913,37.133,39.052,36.549,38.006,36.301,39.252,36.87,39.699,36.271,39.07,34.209,36.479,35.255,39.053,38.293,39.433,34.208,37.799,37.04,37.742,35.362,37.192,36.272,37.463,38.095,38.273,36.483,36.717,36.704,36.679,35.939,39.05,36.477,38.289,33.213,35.463
142,3.178666666666667,37.099,38.4,35.66,39.091,36.453,39.881,36.872,34.915,37.198,37.739,38.295,36.676,37.017,36.914,37.459,36.792,35.559,37.643,36.012,39.469,37.241,39.978,34.554,35.388,34.676,37.023,36.829,39.246,37.158,37.955,38.534,39.639,35.411,39.761,36.72,37.486,36.827,39.018,35.559,37.872,35.818,36.45,36.165,38.567,36.63,38.226,34.972,35.799,33.884,35.532
143,3.1813333333333333,36.83,39.847,37.051,41.142,41.815,42.565,36.293,39.062,36.302,38.491,36.203,37.412,39.048,41.374,37.958,40.189,38.195,37.99,37.801,38.392,37.371,38.754,36.142,37.424,35.873,37.489,36.198,38.066,36.946,38.309,38.099,38.565,35.795,36.18,36.426,36.56,37.179,38.436,36.207,36.808,35.641,36.949,37.417,37.731,36.544,38.592,35.676,37.542,33.806,34.966
144,3.184,36.257,38.951,32.682,35.386,34.922,37.166,38.794,39.805,37.263,41.1,40.166,41.248,37.513,39.453,36.42,39.75,37.083,40.559,36.855,38.111,34.811,38.58,36.649,37.607,35.439,38.643,34.537,36.111,34.243,36.957,36.941,37.445,36.993,38.563,36.539,38.061,36.743,39.137,37.269,38.623,36.689,39.226,36.26,38.553,36.819,39.764,36.075,37.786,35.385,34.87
145,3.186666666666667,37.081,38.257,32.906,34.659,39.5,39.167,38.21,40.883,39.721,41.698,34.521,34.523,36.028,36.992,36.638,37.948,36.962,38.31,36.641,38.426,34.89,35.994,35.82,35.417,37.687,40.831,37.3,38.103,36.058,37.609,37.193,39.309,36.499,37.398,36.185,37.32,36.429,39.733,35.462,36.659,35.264,38.487,35.749,36.106,33.667,34.925,35.663,38.122,34.566,37.382
146,3.1893333333333334,36.199,38.884,37.957,39.194,38.926,40.236,37.199,39.429,38.352,39.745,36.559,38.813,38.365,40.814,35.767,38.438,36.044,38.342,36.564,39.224,34.41,36.724,35.85,37.948,36.307,37.991,36.97,36.997,38.22,37.755,36.72,38.464,37.064,38.407,34.33,35.746,37.258,38.959,35.573,35.886,35.864,37.772,36.572,38.997,35.484,39.117,36.138,38.478,33.541,35.555
147,3.192,36.434,37.864,39.445,38.518,37.541,40.317,35.134,35.985,37.206,40.844,36.264,36.986,36.263,37.385,37.028,37.988,36.515,37.513,36.314,38.09,38.03,39.03,38.19,38.901,35.256,37.34,38.497,38.244,35.738,37.873,36.143,38.651,36.76,37.606,36.912,38.083,37.784,39.39,35.532,38.688,36.424,37.917,36.858,36.431,36.65,36.164,37.048,37.344,33.738,36.086
148,3.194666666666667,38.009,37.494,35.74,34.584,36.107,38.764,36.448,37.641,38.321,38.586,36.047,39.992,37.541,39.844,37.234,38.607,36.168,38.366,36.603,37.579,37.581,39.627,36.206,37.224,37.197,38.646,35.103,38.583,38.721,40.115,34.275,35.731,38.177,39.974,34.537,36.401,37.676,38.104,35.369,35.59,37.256,39.88,36.215,37.904,36.488,37.928,33.818,36.633,35.054,37.456
149,3.1973333333333334,37.648,39.099,37.035,37.846,38.815,40.143,36.876,39.807,35.44,37.528,37.222,39.78,37.997,39.409,35.634,38.13,37.474,39.607,36.527,37.653,38.455,40.092,34.9,37.564,37.517,38.835,36.245,41.103,35.347,35.266,37.138,39.229,36.814,38.782,36.952,39.282,37.722,38.32,35.869,36.563,34.134,36.428,36.653,37.182,36.629,38.874,33.965,35.418,36.659,39.302
150,3.2,39.804,41.484,38.201,41.678,36.182,39.563,36.842,38.719,35.881,39.291,37.341,37.737,38.354,39.894,36.459,37.085,39.381,41.287,37.072,39.436,36.189,38.653,35.933,36.808,37.561,38.239,38.352,39.497,37.337,39.415,30.397,34.373,37.225,39.485,35.857,36.642,37.107,37.039,35.538,38.734,37.264,38.594,33.815,34.199,36.475,37.123,34.742,36.118,38.629,38.809
